UserID,Name,Gender,Interests,Country,language,age,rate,price/h
53658,Todd Sheth,Male,'Health and wellness',United States,"'Chinese', 'German', 'Spanish', 'Japanese'",61,4.2,10
56520,Joan Hopper,Male,"'Beauty', 'Cooking', 'Health and wellness', 'Education and learning'",China,"'Russian', 'Chinese'",31,2.8,14
8593,Joseph Gomez,Male,"'Education and learning', 'Fashion', 'History', 'Fashion', 'Nature'",Sri Lanka,"'Spanish', 'Russian', 'Hindi'",28,1.6,14
92005,Leilani Leardi,Male,"'Outdoor activities', 'Health and wellness', 'DIY and crafts', 'Movies'",Japan,"'English', 'Arabic', 'French', 'Japanese'",62,3.2,16
58632,Denise Mcclane,Female,'Outdoor activities',Australia,"'Japanese', 'French'",26,2.3,16
73361,William Crum,Female,"'Music', 'Art'",United Kingdom,"'French', 'Japanese', 'Portuguese'",45,1.4,21
8241,Ruth Rykert,Female,"'Fashion', 'DIY and crafts'",Algeria,"'Hindi', 'Italian', 'German', 'Arabic'",45,2.2,21
46908,Louise Greene,Female,"'DIY and crafts', 'Health and wellness'",Germany,'English',52,4.2,21
16427,Diane Mcconnel,Male,'Pets',France,"'Spanish', 'Arabic', 'English'",34,1.6,20
84512,Thomas Rodriguez,Male,"'Health and wellness', 'Gaming', 'Travel'",China,"'Spanish', 'Italian', 'French'",45,3.6,17
22512,Dedra Kilday,Male,'Parenting and family',Hungary,"'French', 'Spanish', 'English', 'Japanese'",21,4.2,20
79566,Elva Phipps,Male,"'DIY and crafts', 'Social causes and activism', 'Art', 'Outdoor activities'",United Kingdom,"'Chinese', 'Arabic', 'French'",41,3.8,22
51008,Mark Beall,Male,"'Education and learning', 'Education and learning', 'Science', 'History'",China,"'Hindi', 'Russian', 'German', 'French'",49,1.5,15
31703,Brian Thompson,Male,"'Gardening', 'Science'",United States,"'French', 'Chinese', 'Portuguese', 'Russian'",48,2.9,13
76776,Edwin House,Male,"'Cooking', 'Education and learning'",Japan,'German',32,2.3,19
28666,Russell Simms,Male,'Gaming',France,'French',52,1.4,19
17033,Marie Hudson,Male,"'History', 'Art', 'Health and wellness'",Belgium,"'Chinese', 'Spanish', 'Hindi', 'Italian'",39,4.9,23
9051,Flora Haight,Female,"'Technology', 'Nature'",Netherlands,"'English', 'Portuguese'",20,2.9,24
7526,Yvonne Burton,Male,"'Cooking', 'Fashion'",Italy,"'Hindi', 'German', 'French'",33,2.9,13
80677,Jorge Flatt,Male,"'Music', 'Sports'",Netherlands,"'Chinese', 'Hindi'",58,3.2,18
27539,Stacie Davis,Female,"'Music', 'DIY and crafts', 'Outdoor activities'",South Africa,'Spanish',49,2,20
80942,Claude Sonnier,Female,'Music',Poland,'English',25,1.7,10
54596,Amy Croft,Male,"'Food and dining', 'Technology', 'History', 'Finance and investments', 'DIY and crafts'",United States,'Chinese',27,2.8,19
39384,Frank Kher,Female,'Movies',Pakistan,"'Italian', 'German', 'French'",44,4.1,13
62743,Kathryn Drennen,Female,"'Pets', 'Business and entrepreneurship'",Brazil,"'Italian', 'Japanese'",39,2.8,17
18264,Ronald Maxwell,Male,"'Nature', 'Health and wellness', 'History', 'Business and entrepreneurship', 'DIY and crafts'",Japan,"'Portuguese', 'Russian', 'Spanish', 'Japanese'",59,2.1,11
17976,William Peard,Male,"'Gardening', 'History', 'Food and dining', 'Social causes and activism', 'Technology'",United States,"'Arabic', 'French', 'Spanish'",55,1.2,10
79784,Johnny Brown,Male,"'Travel', 'Cooking', 'Business and entrepreneurship', 'Cooking'",Russia,'Chinese',22,1.2,12
21924,Tiffany Mister,Male,"'Cars and automobiles', 'Science', 'Sports'",India,"'English', 'Russian', 'Italian', 'Arabic'",64,4.2,15
88078,Edwin Abbadessa,Male,"'Photography', 'DIY and crafts', 'Cars and automobiles', 'Fashion'",United States,"'Spanish', 'Japanese', 'Hindi'",55,3.8,22
83873,Mark Panahon,Female,"'Fashion', 'Outdoor activities'",Brazil,'Chinese',67,4.5,23
21531,Frances Rodriguez,Female,"'Finance and investments', 'Art', 'Health and wellness', 'Business and entrepreneurship'",United States,"'German', 'Hindi', 'Spanish'",59,1.4,18
59659,Ashley Mcculloch,Female,'Cooking',Italy,'Chinese',57,4.7,20
86303,Erwin Lapointe,Male,"'Business and entrepreneurship', 'History'",Iran,"'Arabic', 'French', 'German', 'Italian'",43,3.6,12
64486,Rebecca Collins,Female,'Food and dining',China,'Portuguese',39,4.3,16
24145,Tracy Williams,Female,"'Cars and automobiles', 'DIY and crafts', 'Gaming', 'History'",Romania,"'French', 'German'",43,3.7,23
13913,William Kennedy,Male,"'Music', 'Pets', 'Politics'",Russia,"'Portuguese', 'Chinese', 'German'",24,3.7,25
49520,Katherine Roberts,Male,"'Fashion', 'DIY and crafts', 'Photography'",Guatemala,"'Japanese', 'Spanish', 'Chinese'",70,1.8,21
30903,Linda Hernandez,Male,"'Education and learning', 'Beauty'",Brazil,"'German', 'Russian', 'Arabic', 'Portuguese'",31,1.7,20
88675,Felix Albright,Female,"'Education and learning', 'Business and entrepreneurship'",Niger,"'Portuguese', 'Hindi', 'Japanese', 'English'",46,4.8,24
8899,Vivian Calloway,Female,"'Business and entrepreneurship', 'Gardening', 'Technology', 'Sports', 'Sports'",Russia,"'English', 'Spanish', 'Russian'",51,1.2,22
65893,Louis Sullivan,Female,"'Photography', 'Technology', 'Business and entrepreneurship', 'Gardening'",Indonesia,"'Chinese', 'Portuguese', 'Japanese', 'Arabic'",31,3,14
14758,Evelyn Dobson,Male,"'History', 'Science', 'Technology'",China,"'Portuguese', 'English'",69,4.8,15
81817,Chester Gutierrez,Male,'Outdoor activities',Italy,"'Japanese', 'Portuguese'",29,1.6,17
65977,George Rogers,Female,"'Science', 'Business and entrepreneurship', 'Photography', 'Gaming', 'Gaming'",India,'German',51,1.3,12
66031,Betty Vala,Female,"'Science', 'Movies'",France,"'English', 'French', 'Spanish', 'Japanese'",35,3,24
88514,Maude Gibbs,Male,"'Politics', 'Fitness', 'Beauty', 'Fashion'",Peru,'French',28,1.5,15
7351,Theodore Harkins,Female,'Books',United States,'English',42,2.8,15
24968,Sherrill Silva,Female,"'Outdoor activities', 'Cars and automobiles', 'Science', 'Books'",Brazil,"'Arabic', 'Hindi', 'Portuguese'",42,3.1,18
24573,Angelena Aviles,Male,"'Nature', 'Movies', 'Social causes and activism', 'Music', 'Technology'",United Kingdom,"'Arabic', 'Italian', 'French', 'German'",52,1.5,13
85289,Sheena Williams,Male,"'Fashion', 'Photography', 'Sports', 'Music', 'Science'",Tunisia,'Arabic',28,3.8,23
40429,Jeanette Johnson,Female,"'Photography', 'Sports', 'Cars and automobiles', 'Education and learning', 'Science'",Myanmar,"'Japanese', 'Hindi', 'Portuguese'",43,2.1,18
84505,Nina Click,Female,"'Cooking', 'Outdoor activities', 'Nature', 'Gaming', 'Beauty'",Australia,"'German', 'English', 'Arabic'",45,2.4,11
65021,Kory Rhudy,Male,"'Gaming', 'DIY and crafts', 'Art', 'Photography', 'Technology'",Zambia,"'Japanese', 'Arabic'",34,4.1,12
99423,Troy Laporta,Female,"'Education and learning', 'Photography', 'Fashion', 'Finance and investments', 'Books'",Spain,"'German', 'Hindi', 'Chinese'",29,2.1,22
92670,Michelle Dupuy,Male,"'Fitness', 'Business and entrepreneurship', 'Art'",Mexico,"'Arabic', 'Italian', 'French', 'German'",52,4.1,15
9297,Brian Keena,Female,"'History', 'Sports', 'Outdoor activities', 'Cooking', 'Technology'",Iran,'Italian',44,1.6,14
45548,Darlene Garcia,Female,"'Health and wellness', 'Parenting and family', 'Nature', 'Cars and automobiles'",Brazil,"'Spanish', 'English', 'German'",58,4.8,16
34975,Lorene Kennedy,Male,'Cars and automobiles',Sudan,'Chinese',36,3,10
19936,Pinkie Hill,Male,"'Art', 'Fashion', 'Cars and automobiles', 'Beauty', 'Health and wellness'",China,"'Spanish', 'German', 'Russian'",28,3.7,23
19360,Sarah Deperro,Female,"'Books', 'Gaming'",Australia,"'Spanish', 'English'",21,1.7,11
70399,Grace Howard,Female,"'Fitness', 'Beauty', 'Science'",Malaysia,"'Hindi', 'Italian', 'German'",66,3.3,22
48896,Latasha Justice,Female,"'Social causes and activism', 'Cars and automobiles'",Brazil,'Portuguese',65,1.9,24
67731,Preston Avila,Male,"'Movies', 'Gardening'",China,'Chinese',57,1.1,17
25173,Meagan Duckworth,Male,'Music',Germany,"'Hindi', 'Spanish', 'Italian'",28,4.4,25
69057,Rodney Douglas,Female,"'Pets', 'Art', 'Fashion', 'Books', 'Outdoor activities'",China,'Chinese',53,4.3,13
11694,Alan Carnahan,Male,"'Travel', 'Science', 'Travel', 'Fitness'",United States,"'Chinese', 'Russian'",38,4.4,10
47149,Gwendolyn Scott,Female,'Outdoor activities',Spain,"'Hindi', 'English', 'French', 'Russian'",48,4.1,11
23577,Louis Kruger,Male,"'Business and entrepreneurship', 'Gardening'",Peru,"'Chinese', 'Portuguese', 'German'",22,3.3,10
59949,Alfonso Spear,Male,"'Sports', 'Photography', 'Gaming'",Uganda,"'Hindi', 'Italian', 'French'",52,2.4,14
70695,Mary Boyles,Female,"'Photography', 'Cars and automobiles'",Vietnam,"'Arabic', 'Italian'",45,1.8,25
36092,Ann Kroll,Female,'Music',India,"'Russian', 'Chinese'",24,1.5,19
49431,Travis Williams,Female,"'Sports', 'Business and entrepreneurship'",Tanzania,"'Spanish', 'French', 'German'",39,4.8,18
8585,Edward Pinchback,Male,'Movies',Burundi,"'English', 'Portuguese'",26,2.4,11
13178,Daniel Collins,Female,'Pets',United States,'Hindi',67,4.3,25
41983,James Audette,Male,'Technology',Brazil,"'Italian', 'Arabic', 'Spanish', 'Portuguese'",25,2,12
81199,Hugh Smith,Female,"'Books', 'Business and entrepreneurship', 'Food and dining', 'Technology', 'Fashion'",Argentina,"'German', 'Spanish'",37,4.9,12
75947,Diana Montgomery,Male,"'Food and dining', 'Politics', 'History', 'Social causes and activism', 'Parenting and family'",Spain,"'Chinese', 'Portuguese'",32,2,16
71876,Nicole Hassell,Female,"'Health and wellness', 'Sports', 'History', 'Books'",Tanzania,"'Chinese', 'Japanese'",35,2.9,17
82960,Johnny Vedovelli,Female,"'Education and learning', 'Music', 'Parenting and family', 'Finance and investments', 'Education and learning'",United States,"'Chinese', 'French', 'German', 'Italian'",46,1.7,23
13855,Wanda Beasley,Male,'Education and learning',Japan,"'Russian', 'Chinese'",30,1.1,12
67049,Bradley Jackson,Male,"'Fashion', 'Beauty', 'Fashion'",Australia,"'Spanish', 'French', 'Hindi'",52,1.8,18
75020,Beulah Schoenfeld,Male,"'Gaming', 'Travel'",Jordan,"'Arabic', 'Spanish'",52,3.6,13
6765,Sonya Vaughn,Female,"'Gaming', 'DIY and crafts'",Turkey,'Russian',57,3.7,12
59680,Paula Glassman,Male,"'Travel', 'Sports', 'Beauty'",India,"'German', 'Russian', 'Arabic'",24,3.4,11
9587,George Townsend,Male,"'Technology', 'Pets', 'Pets', 'Business and entrepreneurship'",Philippines,"'Russian', 'Italian', 'English', 'German'",67,2.7,15
3428,Jason Hart,Male,'Music',Brazil,"'Russian', 'Japanese', 'Italian', 'German'",34,2.7,18
27435,Jerrod Crockett,Male,'Fashion',United States,"'Hindi', 'Italian', 'German'",26,4.3,23
53934,Katherine Burnett,Female,"'Beauty', 'DIY and crafts'",China,"'Russian', 'Japanese', 'French', 'Arabic'",44,3.9,11
2852,Mary Mendoza,Female,"'Movies', 'Fashion', 'Finance and investments'",India,"'Russian', 'Portuguese'",47,3.7,18
37136,Peter Montoya,Male,"'Health and wellness', 'Music', 'Photography'",Philippines,"'Chinese', 'English', 'Spanish', 'Italian'",61,2.5,20
1317,Maria Johnson,Female,"'Business and entrepreneurship', 'History', 'Photography', 'Science'",United States,"'Italian', 'Russian', 'English', 'Spanish'",32,1.8,11
28783,Clara Barefoot,Female,'Outdoor activities',Netherlands,'English',58,3.7,15
73788,Melanie Tuggle,Female,"'DIY and crafts', 'Sports', 'DIY and crafts', 'Fashion'",United Kingdom,"'Japanese', 'Russian', 'Portuguese', 'Chinese'",25,1.7,14
5211,Casey Lipton,Male,"'Fitness', 'Social causes and activism', 'Beauty', 'History', 'Health and wellness'",Paraguay,"'Russian', 'Italian', 'Chinese', 'English'",66,2.1,10
48879,Robyn Hattley,Female,'Pets',Indonesia,"'Spanish', 'Russian'",31,4.3,16
33937,Tonya Kim,Male,"'Beauty', 'Books', 'Fashion'",Hungary,"'Chinese', 'Italian'",29,3.1,21
13218,Raymond Ogorman,Male,"'Technology', 'Beauty', 'Photography', 'Parenting and family'",United States,"'French', 'German', 'Japanese'",61,2.4,15
55789,Bruce Nixon,Male,"'Finance and investments', 'Social causes and activism'",Hungary,'English',49,2.9,12
28276,Kellie Speas,Male,"'Art', 'Outdoor activities', 'Nature'",United States,"'Russian', 'Spanish', 'English', 'Arabic'",22,2.7,18
70311,Ricardo Johnson,Male,"'Fashion', 'Business and entrepreneurship', 'Cooking', 'Cooking', 'Finance and investments'",Argentina,"'Japanese', 'German', 'Russian'",24,2.7,22
35031,Laura Kirby,Male,'Food and dining',United States,"'Arabic', 'German', 'Portuguese'",31,1.2,22
51997,Vallie Molder,Male,"'Science', 'History', 'History', 'Photography', 'Sports'",Japan,"'Chinese', 'Portuguese'",45,1.4,12
51779,Vincent Mccabe,Male,"'Fashion', 'Books', 'Cars and automobiles', 'Cooking', 'Cars and automobiles'",Nigeria,"'Hindi', 'Portuguese'",59,1.6,14
95254,Lois Bigelow,Female,"'Social causes and activism', 'Cooking'",Lithuania,"'Japanese', 'Hindi', 'German'",27,4,14
50555,Violette Elder,Male,"'Business and entrepreneurship', 'Gardening', 'Music', 'Movies', 'Art'",United States,"'Spanish', 'Chinese', 'Arabic', 'Japanese'",43,4,12
90594,Robyn Maggard,Female,"'Social causes and activism', 'Fashion', 'Education and learning', 'Cars and automobiles'",Russia,'French',32,1.8,19
24289,Brittany Ward,Female,'Politics',Peru,"'Japanese', 'Portuguese'",35,3.9,19
1508,Steve Reece,Female,'Sports',Ethiopia,'Russian',69,3.2,17
7662,Lucia Gibson,Male,"'Cars and automobiles', 'Cooking', 'Technology', 'Social causes and activism', 'Gaming'",Canada,"'Japanese', 'Hindi', 'Russian'",28,3.4,13
73415,Jeff Keeton,Male,"'Gaming', 'Pets'",Germany,"'Italian', 'Japanese', 'Russian'",38,2.1,22
72420,Clifford Smith,Male,"'Education and learning', 'Business and entrepreneurship', 'Photography', 'Gaming'",Mexico,"'French', 'Spanish'",70,3,18
26738,Jennifer Poindexter,Male,"'Sports', 'Parenting and family', 'Books', 'Books', 'Fashion'",Argentina,'Italian',29,3.2,14
90052,Jeanne Knotts,Female,"'Gardening', 'Beauty'",Venezuela,'Spanish',58,4.1,20
95420,Leon Solomon,Female,'Fashion',China,"'Hindi', 'German'",56,3.8,15
36721,Billie Lee,Female,"'History', 'Music', 'Politics'",United States,"'Portuguese', 'Hindi', 'Italian', 'German'",26,4.7,15
9806,William Sanders,Female,"'Business and entrepreneurship', 'Science', 'Education and learning', 'DIY and crafts'",India,"'Russian', 'Hindi', 'Arabic'",24,1.6,19
49485,Sandra Tibbs,Male,"'Art', 'Art', 'Outdoor activities', 'Science', 'Beauty'",China,'Portuguese',32,1.3,22
26619,Nicholas Lake,Male,"'Technology', 'Politics'",United States,"'Portuguese', 'German'",69,1.5,15
45923,Kathy Rossignol,Male,"'Sports', 'History'",Turkey,"'Italian', 'English', 'Spanish'",38,3.7,25
46867,Frank James,Female,"'Beauty', 'Gardening'",United States,"'Japanese', 'German', 'Arabic', 'Spanish'",52,3,16
14030,Corinne Salazar,Female,"'Travel', 'Business and entrepreneurship'",Argentina,'Arabic',57,2.2,11
81674,Sharon Allen,Female,'Social causes and activism',Mexico,'Arabic',36,2.1,18
77129,Angel Mccorkle,Male,"'Movies', 'Parenting and family', 'Cooking'",Germany,"'Russian', 'Arabic', 'Japanese', 'Portuguese'",59,2.8,24
98453,Isabel Pollard,Male,"'Fashion', 'Technology', 'Books', 'Food and dining'",Albania,"'Spanish', 'Arabic'",52,1.6,13
53069,Tricia Kelly,Female,"'Politics', 'Fashion', 'Beauty', 'Fashion', 'Gaming'",India,'English',59,2.9,19
46284,Eduardo Lauritsen,Female,"'Books', 'Science', 'Nature'",Afghanistan,'German',20,2.5,19
16062,Kathline Hayden,Female,"'Music', 'History'",Burkina Faso,"'German', 'Spanish', 'English'",34,2.6,12
78971,Sharon Wilson,Male,"'Travel', 'Fashion', 'Fitness'",Pakistan,"'Spanish', 'French', 'Chinese', 'Portuguese'",19,4.6,25
20183,James Bracken,Female,"'Movies', 'History'",Mexico,"'German', 'French', 'Italian'",54,4,14
52623,Kimberlee Henderson,Female,"'Technology', 'Fashion', 'Cars and automobiles'",Indonesia,"'German', 'Chinese', 'Portuguese'",28,4.7,15
30910,Krystal Nagase,Female,"'Science', 'Movies'",Myanmar,'Spanish',60,2.8,16
59730,Carlos Tate,Female,"'Cooking', 'DIY and crafts', 'Music', 'Social causes and activism', 'Sports'",Chile,"'Italian', 'Portuguese'",50,4.7,18
48414,Amy Jackson,Male,'Music',France,'French',63,2.7,12
63997,Jonathan Robinson,Male,"'Outdoor activities', 'Outdoor activities'",Germany,'Portuguese',49,4,19
2452,William Johnson,Female,"'Food and dining', 'Education and learning', 'Parenting and family', 'Fashion', 'Cars and automobiles'",Saudi Arabia,"'French', 'Japanese', 'English', 'Chinese'",32,2,21
64667,Leona Gossett,Female,"'Cars and automobiles', 'Travel'",Philippines,'Italian',64,2,18
26962,Timothy Williams,Male,"'Social causes and activism', 'Cars and automobiles', 'Health and wellness'",Russia,"'French', 'German'",61,3.4,11
79716,Terry Tomasi,Female,"'Pets', 'Gardening', 'Movies'",Libya,"'Japanese', 'English', 'German'",46,3.2,20
66093,Ryan Duran,Female,"'Gardening', 'Gaming', 'Business and entrepreneurship', 'Art', 'Outdoor activities'",United States,'Italian',44,2.6,15
73538,William Youngdahl,Female,"'Photography', 'Art', 'Health and wellness', 'Finance and investments', 'DIY and crafts'",Mozambique,"'Arabic', 'Portuguese', 'German', 'French'",58,1.9,25
36509,Fermin Williams,Female,"'Food and dining', 'Photography', 'Food and dining', 'Sports'",Zimbabwe,'Italian',36,1.8,22
92994,Frances Fuchs,Male,"'Gardening', 'Gaming', 'Fashion', 'Parenting and family'",Iran,"'Arabic', 'Chinese', 'Japanese'",34,1.1,10
80246,Cherie Myers,Male,"'History', 'Finance and investments', 'Social causes and activism'",France,"'German', 'Hindi'",57,3.3,18
51330,James Pena,Female,'Parenting and family',China,'Russian',47,3.8,11
49670,Jane Batters,Male,"'Business and entrepreneurship', 'Photography', 'Politics'",Germany,'French',59,1.2,22
9179,Gail Santos,Male,"'Sports', 'Cars and automobiles', 'Business and entrepreneurship'",Russia,"'German', 'English'",54,1.4,17
87260,John Myrlie,Female,'Technology',Germany,"'Spanish', 'Italian', 'Chinese'",63,1.1,11
23874,Joe Roehm,Male,"'Cars and automobiles', 'History'",Brazil,"'Portuguese', 'Hindi'",66,1.8,20
71367,Tim Miland,Male,"'DIY and crafts', 'DIY and crafts', 'Social causes and activism'",United States,'Chinese',48,4.7,12
74595,William Noto,Female,'Outdoor activities',Argentina,"'Japanese', 'Spanish'",55,1.6,18
81355,Margaret Damiano,Female,"'Cooking', 'Politics', 'Fashion', 'Food and dining', 'Science'",India,'Japanese',43,2.4,14
39942,Christopher Malcolm,Female,"'Beauty', 'Fashion'",India,"'English', 'Japanese', 'Arabic', 'Hindi'",68,3.5,15
97283,Tamara Wolfe,Female,"'Business and entrepreneurship', 'Art'",Italy,"'French', 'Portuguese'",68,4.3,18
230,Debbie Valencia,Female,"'Gaming', 'Business and entrepreneurship', 'Beauty', 'Fitness'",Philippines,"'Chinese', 'Portuguese', 'Russian'",62,3.9,14
1163,Nicholas Lester,Male,"'History', 'Travel'",Palestinian Territory,"'Portuguese', 'Arabic', 'Japanese'",69,1.4,20
43087,Mildred Yu,Female,"'Technology', 'Fashion', 'Travel', 'Music', 'Health and wellness'",Portugal,"'Chinese', 'Portuguese', 'Italian'",30,5,18
1872,Paul Keenan,Female,"'Parenting and family', 'Gardening', 'Nature'",Sweden,"'French', 'Spanish'",66,3.7,20
13779,Nancy Clarke,Female,'Fashion',United States,"'English', 'Chinese'",31,4.7,12
24700,Beverly Gonzalez,Male,"'Nature', 'Travel'",Japan,"'Russian', 'Arabic'",56,1.1,14
72013,Martin Price,Female,"'Movies', 'Movies'",France,'English',19,1.1,12
3031,Barbara Dansie,Female,'Gardening',United States,"'French', 'Hindi'",61,4,18
89974,Sandra Yuen,Female,"'Nature', 'Travel'",United Kingdom,"'Chinese', 'Italian', 'Arabic', 'Japanese'",23,4.2,19
41506,Dee Blevins,Male,"'Politics', 'Fashion'",Ghana,"'Hindi', 'Italian', 'English'",50,3.5,19
4274,Charlotte Farrell,Male,"'Travel', 'Health and wellness'",United States,"'Chinese', 'Japanese'",52,1.7,17
58605,Ashley Thomas,Female,"'Education and learning', 'Technology'",India,'French',57,4.5,15
41405,Anna Witters,Female,"'Gaming', 'Art', 'Gaming', 'Art'",India,'Italian',34,3.3,11
93444,John Pool,Female,"'Music', 'Movies'",Russia,"'Japanese', 'Russian'",30,4.4,15
43130,Melissa Phillips,Male,"'Social causes and activism', 'Gardening', 'Health and wellness', 'Food and dining'",United States,'Hindi',69,2.1,18
12229,Ellen Yohe,Male,"'History', 'Finance and investments', 'Travel', 'Art'",Ireland,"'German', 'Italian'",23,2.7,20
55071,Billy Delay,Male,"'Sports', 'Education and learning', 'Travel', 'Movies'",Venezuela,'Chinese',63,4.5,14
85077,Paula Tanenbaum,Male,"'Fashion', 'Education and learning', 'Sports', 'Science', 'Parenting and family'",Ethiopia,'Arabic',36,3.2,16
7018,William Green,Female,"'Gardening', 'Books', 'Cooking', 'Nature'",Germany,"'Spanish', 'Hindi', 'Arabic'",35,2.4,21
94130,Susan Cameron,Female,"'Art', 'Politics', 'Cooking'",Iran,"'Spanish', 'German'",22,2.9,23
9665,Jane Feeney,Female,"'Science', 'Nature'",China,"'Hindi', 'Russian', 'Chinese', 'Spanish'",38,3.4,15
61101,Jonathan Miller,Male,"'Business and entrepreneurship', 'Technology', 'Nature', 'Movies'",India,"'Portuguese', 'French'",60,1.6,22
92485,Amanda Buchanan,Female,"'Cooking', 'Technology', 'Parenting and family', 'Food and dining'",India,'English',25,3,24
67432,Phyllis King,Male,"'Travel', 'Sports'",China,"'Arabic', 'German', 'Russian', 'Portuguese'",20,3,13
85812,Daniel Navarro,Male,"'Cars and automobiles', 'Food and dining', 'Gardening'",Brazil,"'Chinese', 'Italian', 'French'",35,4.6,12
28419,Rose Briggs,Male,'Education and learning',South Korea,"'Spanish', 'Portuguese', 'Russian', 'English'",62,1.5,10
75965,Tom Newby,Male,"'Books', 'Fashion'",United States,"'Japanese', 'English'",53,3.6,14
76976,Kelly Higgins,Female,"'Cars and automobiles', 'Photography', 'Education and learning'",United States,'Spanish',46,1.2,14
2802,Norma Metcalfe,Female,"'Science', 'Finance and investments'",Thailand,'Portuguese',43,4.8,18
47648,Bernice Sasser,Male,"'Technology', 'Beauty'",Ukraine,"'Portuguese', 'German', 'Hindi'",60,1.8,23
48993,Manuel Blasko,Female,"'DIY and crafts', 'Art', 'Food and dining', 'Sports', 'Travel'",United States,"'French', 'Chinese', 'Arabic', 'Japanese'",21,3.6,19
86697,Alicia Hamm,Male,"'Travel', 'Education and learning', 'Outdoor activities', 'Gardening', 'Parenting and family'",Japan,"'English', 'Russian', 'Hindi', 'Italian'",20,3.1,22
67025,Russell Gillespie,Female,'DIY and crafts',United States,"'French', 'English', 'Italian'",47,1.9,22
2900,Johnny Loynes,Female,"'Cars and automobiles', 'DIY and crafts'",Japan,'English',54,2.7,14
59458,Susana Greenough,Male,"'Music', 'Education and learning', 'Cooking', 'Politics', 'DIY and crafts'",Italy,"'Russian', 'English', 'Japanese'",55,3.8,24
8680,Carl Ornelas,Female,'Gardening',United Kingdom,"'English', 'French', 'Hindi'",63,1.7,19
16360,Calvin Gordon,Female,"'Movies', 'Sports', 'Books', 'Parenting and family', 'History'",Belgium,"'Japanese', 'Chinese', 'Spanish'",48,2.4,17
54206,Susan Coulter,Female,"'Technology', 'Finance and investments', 'Gardening', 'Books', 'Outdoor activities'",Tanzania,"'Russian', 'Portuguese', 'English', 'German'",54,1.7,12
2035,Deborah Senn,Male,"'Movies', 'Nature', 'Sports', 'Music'",Italy,"'Russian', 'Hindi', 'German'",64,1.4,22
60491,Celia Applin,Male,"'History', 'Business and entrepreneurship', 'Travel', 'Pets'",Ethiopia,"'Spanish', 'Russian', 'Japanese'",56,1.2,25
56766,Josie Weaver,Male,"'Gardening', 'History', 'Cooking', 'Science'",Japan,"'Hindi', 'Japanese'",31,4.2,13
53624,Chris Obrien,Female,"'DIY and crafts', 'Gaming', 'DIY and crafts'",United Kingdom,"'Italian', 'Hindi', 'Portuguese'",46,4.2,17
13115,James Torres,Male,"'Books', 'Travel'",Germany,'English',48,2.1,15
65552,Merry Mccoy,Female,"'Photography', 'Photography', 'Politics', 'Outdoor activities'",China,"'Spanish', 'German'",69,3.7,20
86220,Connie Teich,Female,"'Gaming', 'Nature', 'Gaming', 'Sports'",South Africa,'Spanish',30,1.3,15
98423,Tara Smiley,Female,'Nature',United States,"'Chinese', 'French', 'English'",35,3,16
29857,Clifford Vecker,Male,'Gaming',Cameroon,"'Italian', 'English'",29,3.6,15
18062,Soledad Ansbro,Female,"'Art', 'Cooking', 'Sports', 'Parenting and family', 'Health and wellness'",China,"'Chinese', 'Arabic', 'French', 'English'",68,3.4,15
56564,Sherry Sloan,Male,"'Fashion', 'Books'",Zambia,"'Spanish', 'Chinese'",67,2.2,17
76583,Lauren Scott,Female,"'Outdoor activities', 'Social causes and activism', 'Books', 'Politics'",Brazil,"'English', 'Spanish', 'Russian', 'Japanese'",47,1.3,12
23571,Amanda Martinez,Male,"'Nature', 'History', 'Cars and automobiles', 'Business and entrepreneurship', 'Fashion'",Australia,"'Portuguese', 'Italian', 'Japanese', 'Russian'",32,4.9,10
6849,Margie Miland,Male,"'Pets', 'Music', 'Beauty', 'Music', 'Gardening'",India,"'Portuguese', 'Spanish', 'Hindi'",27,4.7,22
98062,Robert Lee,Male,"'Gardening', 'History', 'Art', 'Movies', 'Food and dining'",United States,"'French', 'English'",52,3.7,11
48585,Linda Talbot,Female,"'Cooking', 'DIY and crafts', 'Beauty', 'Education and learning', 'Finance and investments'",United States,"'Chinese', 'Russian', 'Portuguese', 'English'",55,1.2,18
6969,Deloris Murphy,Male,'Politics',Japan,'Spanish',58,1.7,25
77064,Michelle Morrison,Male,'Gardening',Somalia,"'French', 'Spanish', 'Russian'",35,1.9,17
29557,Tony Lee,Male,"'Travel', 'Cars and automobiles', 'Travel'",Mexico,"'English', 'German', 'Russian'",60,2.6,17
94449,Anthony Stubbs,Female,"'Education and learning', 'Beauty', 'Cars and automobiles'",India,"'Japanese', 'Russian', 'Italian'",34,5,24
48423,Robert Williams,Female,"'Food and dining', 'Technology'",Germany,'English',64,3.2,13
50866,Colleen Miller,Female,"'Fashion', 'Beauty', 'Music', 'Technology'",Germany,"'Chinese', 'Hindi', 'Russian'",37,1.5,22
91390,Annette Jones,Female,"'Movies', 'Fashion', 'Nature'",Romania,'Russian',58,2.4,10
8489,Scott Torros,Female,"'Music', 'Science'",Saudi Arabia,'Portuguese',54,2.7,16
72264,Penny Firkins,Male,"'Pets', 'Parenting and family', 'Science', 'Science', 'Technology'",Mexico,"'Russian', 'French', 'Italian'",37,4.3,16
99140,George Sanders,Male,"'Art', 'Outdoor activities'",United States,"'Russian', 'Hindi', 'German', 'English'",64,1.4,23
34124,Mary Vencill,Female,"'Health and wellness', 'Cooking', 'Parenting and family', 'Science'",Vietnam,'Hindi',30,4.8,22
